cbo,wmc,dit,rfc,lcom,totalMethods,totalFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,uniqueWordsQty,defect
78,164,27,234,590,66,6,12,1037,38,2,31,6,7,85,36,138,27,85,23,461,0
18,44,1,42,55,11,0,0,181,8,2,17,0,9,14,13,42,5,32,3,155,0
3,54,1,11,61,27,4,3,268,21,4,16,0,33,0,69,42,44,19,3,182,0
15,15,1,30,0,5,6,0,59,7,1,3,0,0,4,0,15,2,15,3,62,0
34,66,4,111,67,26,14,15,289,22,6,11,9,0,27,10,51,8,55,5,228,0
22,21,5,18,13,14,5,0,176,14,1,2,1,0,4,1,8,1,6,5,87,0
18,44,1,42,105,15,1,2,213,14,0,19,3,0,11,14,10,1,8,3,103,0
9,33,1,14,33,11,4,0,150,16,4,7,0,6,1,5,15,1,12,3,171,0
54,398,4,183,1010,51,1,0,1604,88,32,149,1,12,142,196,358,64,270,11,390,0
14,41,1,21,0,3,31,0,108,0,3,2,0,0,92,0,11,2,38,4,162,0
3,4,2,5,1,2,0,0,20,2,0,2,0,0,2,1,2,0,2,2,29,0
7,7,1,12,3,3,0,0,37,1,0,2,0,0,15,2,9,3,6,1,68,0
41,146,4,87,1343,72,17,6,639,64,25,32,0,1,5,13,70,0,63,3,231,0
42,22,11,53,6,14,16,0,204,8,0,2,1,0,12,7,19,1,19,5,149,1
15,50,1,47,114,16,8,12,191,24,0,16,3,3,16,1,32,2,26,3,112,0
18,49,1,42,114,16,8,0,188,24,0,15,3,3,16,1,31,2,26,2,112,1
10,12,2,9,55,11,0,2,39,10,0,0,0,1,10,3,0,1,0,1,23,0
12,12,1,8,55,11,0,0,39,10,0,0,0,1,10,2,0,1,0,1,23,1
4,51,1,24,331,27,19,3,169,30,5,10,0,3,25,4,17,2,27,3,116,0
5,51,1,20,331,27,19,0,169,30,5,10,0,3,25,4,17,2,27,3,116,1
10,24,1,1,223,23,12,0,90,13,0,1,0,0,1,1,12,0,12,1,44,0
14,22,1,1,182,21,11,0,83,12,0,1,0,0,1,1,11,0,11,1,41,1
18,22,2,17,188,20,2,0,101,3,0,1,1,0,1,0,4,0,3,1,127,0
14,22,1,17,188,20,2,0,101,3,0,1,1,0,1,0,4,0,3,1,126,1
38,69,13,84,39,24,24,4,351,18,3,5,4,13,35,55,67,25,54,8,338,1
8,29,1,30,46,17,3,0,126,2,2,9,0,0,7,13,16,5,10,2,95,0
9,29,1,30,46,17,3,0,126,2,2,9,0,0,7,13,16,5,10,2,95,1
28,70,1,75,0,11,11,10,616,4,4,17,13,1,98,36,105,34,103,6,182,0
32,69,1,68,0,11,11,0,612,4,4,17,13,1,98,35,104,33,102,6,181,1
5,8,1,4,6,5,5,1,33,1,0,3,0,0,0,9,9,1,5,1,21,0
3,8,1,4,6,5,5,0,31,1,0,3,0,0,0,9,9,1,5,1,21,1
22,54,1,46,116,16,3,2,201,11,1,16,1,21,7,126,39,31,33,4,132,0
13,54,1,46,116,16,3,0,201,11,1,16,1,21,7,126,39,31,33,4,132,1
2,26,1,23,76,16,18,3,131,11,0,4,1,0,15,1,32,3,22,2,74,0
7,26,1,23,76,16,18,0,131,11,0,4,1,0,15,1,32,3,22,2,74,1
9,6,2,13,15,6,0,0,40,4,0,0,0,2,0,17,15,0,7,0,63,1
12,40,2,28,360,28,6,2,187,15,1,10,0,0,19,3,26,3,17,4,221,0
19,40,2,23,360,28,6,0,187,15,1,10,0,0,19,3,26,3,17,4,221,1
5,31,2,16,27,10,1,65,155,4,5,3,0,1,67,10,10,25,6,5,43,0
2,31,2,15,27,10,1,0,154,4,5,3,0,1,67,10,10,25,6,5,43,1
16,74,4,56,100,20,10,131,440,21,9,29,0,11,181,70,55,18,44,3,260,0
22,74,2,43,100,20,10,0,440,21,9,29,0,11,181,70,55,18,44,3,260,1
5,52,1,52,95,23,9,10,285,9,5,14,2,18,20,46,64,29,35,4,183,0
21,52,1,48,95,23,9,0,285,9,5,14,2,18,20,46,64,29,35,4,183,1
22,116,4,87,99,38,37,21,863,26,12,31,7,5,40,40,95,26,70,11,576,0
46,116,4,79,99,38,37,0,863,26,12,31,7,5,40,42,95,26,70,11,576,1
2,31,1,27,0,9,11,5,145,1,5,5,3,0,9,20,25,3,19,3,140,1
18,39,4,61,57,17,25,1,206,7,0,11,0,35,1,39,49,29,33,3,133,0
18,39,3,59,57,17,25,0,205,7,0,11,0,35,0,39,49,29,33,3,134,1
28,304,12,147,4677,110,28,108,1094,151,6,18,7,43,141,218,108,148,71,5,512,0
61,303,8,137,4677,110,28,0,1093,151,6,18,7,43,140,218,107,148,70,5,511,1
46,111,20,166,70,51,4,2,739,18,1,28,0,9,24,34,62,10,39,17,326,0
56,111,20,165,70,51,4,0,739,18,1,28,0,9,24,34,62,10,39,17,326,1
43,65,13,68,7,23,26,1,448,6,8,13,1,2,44,16,56,10,49,11,319,0
47,65,6,67,7,23,26,0,448,6,8,13,1,2,44,16,56,10,49,11,319,1
100,282,2,337,166,53,7,32,1093,54,42,35,2,43,186,31,273,13,257,5,387,0
86,282,1,317,166,53,7,0,1093,54,42,35,2,43,186,31,273,13,257,5,387,1
0,27,1,0,105,15,11,0,70,14,0,12,0,12,0,12,11,0,11,0,61,1
13,35,13,83,11,17,13,13,296,7,7,4,2,15,13,61,53,54,41,7,173,0
28,34,4,75,11,17,13,0,292,7,7,4,2,15,13,61,53,54,41,7,173,1
13,24,1,38,4,4,2,5,114,8,3,8,1,3,7,5,29,3,25,5,106,0
18,24,1,37,4,4,2,0,114,8,3,8,1,3,7,5,29,3,25,5,106,1
23,43,7,50,10,15,9,0,216,3,0,9,0,12,8,49,45,33,24,6,112,0
16,42,4,50,10,15,8,0,211,3,0,8,0,12,8,49,45,33,24,6,112,1
45,156,20,173,318,51,13,6,993,31,16,45,15,4,77,14,121,27,107,25,419,0
72,156,20,161,318,51,13,0,993,31,16,45,15,4,76,14,121,27,107,25,419,1
6,11,1,20,0,4,3,0,62,4,0,2,1,0,5,1,13,5,10,2,66,0
9,10,1,20,0,4,3,0,62,4,0,1,1,0,5,1,13,5,10,2,66,1
18,40,1,58,93,15,1,24,181,28,1,3,3,2,20,23,39,22,41,3,133,1
17,63,6,101,45,19,28,0,324,16,4,20,2,0,41,30,58,1,46,5,188,0
25,63,5,98,45,19,28,0,324,16,4,20,2,0,41,30,58,1,46,5,188,1
4,8,1,0,5,6,2,0,30,5,1,1,0,0,0,5,6,4,4,1,19,0
3,8,1,0,5,6,2,0,30,5,1,1,0,0,0,5,6,4,4,1,19,1
3,2,2,3,1,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0
3,2,1,2,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,1
33,46,4,56,3,14,16,2,304,6,1,9,6,0,19,5,30,1,30,9,147,0
40,46,4,53,3,14,16,0,304,6,1,9,6,0,19,5,30,1,30,9,147,1
9,24,7,30,16,17,10,4,142,6,0,3,0,0,1,17,21,1,21,3,66,0
14,24,3,28,16,17,10,0,141,6,0,3,0,0,1,17,20,1,20,3,66,1
24,126,1,143,64,24,18,6,544,23,15,50,10,3,27,47,144,16,107,6,185,1
37,151,5,95,22,48,21,0,1102,53,0,58,28,2,2,2,40,0,33,10,169,0
48,151,4,88,22,48,21,0,1102,53,0,58,28,2,2,2,40,0,33,10,169,1
26,55,7,58,0,20,6,6,317,3,2,10,4,1,5,1,32,2,20,9,195,0
27,55,6,58,0,20,6,0,317,3,2,10,4,1,5,1,32,2,20,9,195,1
29,27,2,59,52,16,5,0,143,12,0,5,2,0,18,3,20,0,17,2,122,0
26,27,1,58,52,16,5,0,142,12,0,5,2,0,18,3,19,0,16,2,121,1
79,23,28,32,4,16,50,7,477,6,0,5,0,0,8,7,52,3,72,5,341,0
94,23,26,31,4,16,50,0,477,6,0,5,0,0,8,7,52,3,72,5,341,1
5,17,1,17,16,9,3,10,131,5,2,2,2,7,3,26,26,9,19,3,91,0
7,17,1,17,16,9,3,0,131,5,2,2,2,7,3,26,26,9,19,3,91,1
16,8,1,30,0,5,7,1,69,8,1,1,0,0,1,3,10,0,22,2,61,1
21,30,1,24,0,16,16,2,250,15,0,14,0,0,2,0,45,0,25,2,156,0
22,30,1,18,0,16,16,0,251,15,0,14,0,0,2,0,46,0,25,2,157,1
45,106,27,121,280,60,17,6,646,15,12,24,0,4,5,16,82,2,66,10,310,0
63,105,12,105,280,60,17,0,637,15,12,23,0,4,4,16,81,2,65,10,306,1
9,18,1,37,15,6,0,13,87,3,2,5,5,0,9,3,14,2,12,4,57,0
17,18,1,35,15,6,0,0,87,3,2,5,5,0,9,3,14,2,12,4,57,1
7,245,1,131,1268,56,3,131,1005,48,21,31,7,11,532,126,220,152,159,5,219,0
17,245,1,131,1268,56,3,0,1005,48,21,31,7,11,532,126,220,152,159,5,219,1
57,173,8,196,780,65,33,7,936,30,0,41,0,19,74,51,103,47,66,6,558,0
41,173,3,194,780,65,33,0,924,30,0,41,0,19,74,51,100,47,66,6,558,1
38,142,32,149,564,61,19,31,930,38,5,28,25,1,17,19,101,4,74,24,314,1
13,20,2,14,0,4,1,0,58,11,0,4,0,4,6,4,7,0,6,3,51,0
12,20,1,12,0,4,1,0,57,11,0,4,0,4,6,5,6,0,5,3,49,1
30,45,1,64,42,13,10,6,182,15,10,2,3,1,4,10,40,3,43,4,130,0
31,43,1,58,30,12,10,0,172,14,9,2,3,1,4,10,39,3,42,4,125,1
83,283,39,278,1004,78,40,13,1351,37,17,65,17,15,188,41,186,52,133,26,562,0
94,283,15,261,1004,78,40,0,1352,37,17,65,17,15,189,41,186,52,133,26,562,1
32,85,4,53,196,34,27,9,543,29,13,18,0,3,8,66,128,1,79,5,373,0
37,60,4,37,218,34,27,0,436,28,6,11,0,2,4,34,76,0,51,4,359,1
9,14,2,5,0,1,0,0,39,1,0,1,0,0,14,0,9,0,2,1,19,0
9,14,1,4,0,1,0,0,38,1,0,1,0,0,12,0,8,0,1,1,18,1
19,49,1,58,155,22,10,1,223,21,2,12,4,2,30,10,43,10,31,3,173,1
8,91,1,92,550,36,4,51,433,34,12,20,5,0,320,43,107,66,95,3,198,0
12,89,1,95,586,37,4,0,415,35,11,18,5,0,311,45,107,70,95,3,197,1
19,51,1,77,99,19,9,1,258,19,3,8,4,2,31,14,54,5,51,5,166,0
37,54,1,75,99,19,9,0,271,19,4,9,4,2,31,15,58,6,53,5,167,1
29,39,9,50,83,27,7,7,279,11,1,2,4,0,6,8,19,7,18,6,133,0
37,38,9,49,83,27,7,0,275,11,1,1,4,0,5,8,18,7,18,6,129,1
38,141,5,91,798,62,49,5,925,40,3,24,1,23,3,104,183,154,118,7,465,0
34,141,4,87,798,62,49,0,925,40,3,24,1,23,3,104,183,154,118,7,465,1
17,31,3,37,8,7,5,9,177,5,2,3,4,2,17,4,25,6,17,7,181,0
23,30,3,36,8,7,5,0,177,5,2,2,4,2,17,4,25,6,17,7,181,1
7,6,2,14,13,6,1,0,28,0,0,0,0,1,4,0,1,0,2,0,21,1
14,74,5,9,1168,62,36,0,728,53,0,12,0,0,15,2,68,4,36,1,287,0
19,74,5,9,1168,62,36,0,728,53,0,12,0,0,15,2,68,4,36,1,287,1
22,143,2,64,3486,86,1,15,840,58,7,2,0,0,37,11,48,7,52,3,472,0
42,143,2,54,3486,86,1,0,840,58,7,2,0,0,37,11,48,7,52,3,472,1
15,32,2,36,1,2,0,1,104,1,3,5,0,5,15,4,34,1,25,8,70,0
18,30,1,36,1,2,0,0,92,1,3,5,0,5,11,4,30,1,23,8,69,1
11,61,2,65,216,25,7,2,245,24,3,14,3,0,14,1,22,6,18,3,129,0
18,55,1,61,169,23,7,0,219,21,3,14,3,0,14,1,22,6,18,3,121,1
64,885,1,326,50420,364,20,41,3205,416,69,169,2,17,91,464,394,86,281,5,626,0
77,885,1,259,50420,364,20,0,3205,416,69,169,2,17,91,465,394,86,281,5,626,1
26,38,1,15,44,16,7,0,111,21,0,17,0,9,26,16,18,8,10,2,59,0
42,22,11,53,6,14,16,0,204,8,0,2,1,0,12,7,19,1,19,5,149,0
8,126,2,78,522,42,12,24,517,58,21,25,4,0,35,21,63,13,53,6,147,0
38,69,13,85,39,24,24,4,351,18,3,5,4,13,35,55,67,25,54,8,338,0
5,69,1,30,43,18,6,12,206,22,1,12,8,3,26,19,40,19,21,2,74,0
11,6,2,20,15,6,0,0,49,4,0,0,0,2,1,26,23,1,13,0,74,0
3,8,2,10,16,8,2,2,45,0,0,0,0,0,5,0,8,2,8,0,73,0
2,33,1,27,0,10,13,5,151,1,5,6,3,1,7,20,27,3,21,3,145,0
98,344,46,229,3174,162,45,106,2085,207,11,27,0,26,56,57,144,25,120,44,556,0
1,28,1,3,120,16,11,3,73,15,0,12,0,12,0,12,11,0,11,0,72,0
68,124,13,98,105,47,36,11,1055,35,8,39,4,14,30,36,121,36,86,15,1033,0
18,41,1,58,108,16,1,25,184,29,1,3,3,2,20,23,39,23,41,3,133,0
17,110,2,52,219,31,17,2,500,25,19,25,1,2,78,77,105,13,81,8,128,0
41,126,1,133,64,24,18,0,546,23,15,50,10,3,27,47,144,16,107,6,185,0
17,41,3,38,72,21,13,0,197,3,1,18,0,0,1,22,34,0,19,2,152,0
14,8,1,30,0,5,7,0,69,8,1,1,0,0,1,3,10,0,22,2,61,0
37,90,9,103,66,21,16,7,516,24,10,33,2,4,28,15,92,20,75,7,275,0
77,143,24,143,564,61,19,0,933,38,5,28,25,1,17,19,101,4,74,24,316,0
34,51,8,68,35,20,19,2,492,8,3,20,4,0,21,2,71,7,50,9,392,0
28,50,1,56,177,23,10,0,227,22,2,12,4,2,31,13,44,13,32,3,175,0
10,46,1,23,15,6,6,0,242,9,2,12,0,14,0,140,108,130,63,4,103,0
3,1,2,8,0,1,5,0,20,0,0,0,0,0,5,0,0,0,5,0,26,1
22,91,1,70,52,24,4,0,353,26,23,22,0,8,17,13,68,6,56,5,108,0
29,91,1,67,52,24,4,0,353,26,23,22,0,8,17,14,68,6,56,5,108,1
40,133,6,117,142,31,21,6,684,40,4,45,17,13,68,63,157,6,101,6,304,0
50,133,5,110,142,31,21,0,684,40,4,45,17,13,68,63,157,6,101,6,304,1
14,40,2,22,16,10,7,3,215,15,5,16,0,9,3,19,36,8,30,6,80,0
18,40,2,22,16,10,7,0,215,15,5,16,0,9,3,19,36,8,30,6,80,1
16,110,3,67,34,34,30,6,576,22,11,18,8,18,30,63,118,44,72,5,324,0
26,101,3,54,11,31,29,0,502,20,10,15,7,18,30,61,111,44,68,4,311,1
9,39,1,22,82,17,4,1,250,14,2,18,0,0,29,5,17,11,17,2,255,0
9,39,1,21,82,17,4,0,250,14,2,18,0,0,29,5,17,11,17,2,255,1
10,23,1,18,20,12,5,1,73,5,1,5,1,0,4,1,13,2,9,4,55,1
10,15,1,10,10,9,3,0,55,4,0,5,0,0,0,0,4,0,4,2,42,0
10,14,1,10,10,9,3,0,53,4,0,5,0,0,0,0,4,0,4,1,42,1
1,17,1,8,1,7,4,0,87,7,0,6,1,1,5,1,7,5,6,2,104,0
9,17,1,7,1,7,4,0,87,7,0,6,1,1,5,1,7,5,6,2,104,1
7,13,2,11,17,11,6,4,109,9,0,2,0,0,1,0,12,0,12,1,147,0
11,13,2,11,17,11,6,0,109,9,0,2,0,0,1,0,12,0,12,1,148,1
7,32,1,11,409,31,2,0,107,4,0,0,0,0,0,0,2,0,2,1,40,0
7,31,1,10,409,31,2,0,102,4,0,0,0,0,0,0,2,0,2,0,40,1
20,35,2,60,0,12,7,0,209,11,2,5,1,1,15,21,44,8,50,4,114,0
21,35,2,59,0,12,7,0,207,11,2,5,1,1,15,21,45,8,51,4,114,1
13,26,2,22,0,6,7,1,157,2,3,14,3,0,19,5,31,5,24,5,93,1
7,57,1,44,186,25,15,5,314,12,2,11,0,1,10,16,28,3,22,3,218,0
12,56,1,41,186,25,15,0,314,12,2,11,0,0,9,16,28,3,22,3,218,1
2,10,1,14,36,9,0,7,87,8,0,1,0,0,13,0,0,0,9,0,73,0
5,10,1,11,36,9,0,0,87,8,0,1,0,0,13,0,0,0,9,0,73,1
25,66,2,69,45,10,0,2,244,25,3,28,0,9,5,20,54,5,45,5,115,0
25,64,1,65,45,10,0,0,232,25,3,28,0,7,5,20,52,5,45,5,115,1
4,17,1,11,3,3,0,0,45,5,0,7,0,2,0,1,8,0,6,2,61,0
5,16,1,10,3,3,0,0,45,5,0,7,0,2,0,1,8,0,6,2,61,1
4,9,2,13,0,2,3,1,36,1,0,2,1,0,2,5,8,1,6,4,48,0
6,9,1,10,0,2,3,0,35,1,0,2,1,0,2,5,7,1,6,4,48,1
17,20,2,20,2,5,4,0,48,2,1,4,0,4,2,25,14,9,13,3,62,1
27,49,1,58,15,7,2,0,107,8,0,16,0,0,6,1,35,3,18,11,91,0
25,48,1,55,15,7,2,0,107,8,0,16,0,0,6,1,35,3,18,11,91,1
15,26,4,43,1,10,10,3,193,4,2,5,2,3,6,29,44,9,40,5,98,0
19,26,3,43,1,10,10,0,193,4,2,5,2,3,6,29,44,9,40,5,98,1
13,25,2,29,0,9,6,0,80,4,3,12,0,0,614,723,10,0,9,3,1165,0
13,25,1,29,0,9,6,0,80,4,3,12,0,0,614,723,10,0,9,3,1165,1
43,92,13,87,45,23,18,3,536,13,0,47,1,19,14,22,77,14,46,8,211,0
41,92,12,86,45,23,18,0,536,13,0,47,1,19,14,22,77,14,46,8,211,1
9,103,1,99,773,42,5,72,487,41,12,23,6,0,358,41,140,67,125,3,215,0
15,103,1,102,773,42,5,0,487,41,12,23,6,0,358,41,140,67,125,3,215,1
12,30,1,39,54,13,4,2,107,12,1,5,0,0,7,2,21,6,19,3,59,1
5,8,2,16,4,4,1,0,46,0,0,0,0,0,0,0,2,0,1,2,26,0
5,6,1,14,4,4,1,0,46,0,0,0,0,0,0,0,2,0,1,2,26,1
5,33,1,30,122,21,11,4,166,21,2,7,0,0,18,2,23,1,20,1,50,0
11,33,1,21,122,21,11,0,165,21,2,7,0,0,18,2,23,1,20,1,50,1
35,279,5,234,3324,98,30,30,1328,93,40,59,29,4,103,33,123,39,113,7,458,0
63,279,4,214,3324,98,30,0,1328,93,40,59,29,4,103,33,123,39,113,7,458,1
5,2,2,2,0,2,3,0,20,1,0,0,0,0,6,0,3,3,3,0,28,0
7,2,1,2,0,2,3,0,20,1,0,0,0,0,6,0,3,3,3,0,28,1
45,27,6,56,61,20,19,1,208,8,1,4,0,0,0,2,22,0,29,3,159,0
45,27,3,52,61,20,19,0,208,8,1,4,0,0,0,2,22,0,29,3,159,1
1,5,7,7,1,3,0,1,28,1,0,2,0,1,1,2,3,1,3,2,25,1
17,46,2,61,49,19,5,0,284,10,9,7,2,1,12,37,38,29,30,5,94,0
20,45,2,61,49,19,5,0,278,10,9,6,2,1,12,37,38,29,30,5,94,1
32,114,2,91,1681,78,16,5,486,57,11,9,0,0,4,4,43,2,51,3,236,0
40,114,2,84,1681,78,16,0,487,57,11,9,0,0,5,4,43,2,51,3,236,1
2,14,2,13,0,11,4,0,69,6,0,1,0,0,0,3,6,0,5,2,45,0
9,14,2,12,0,11,4,0,69,6,0,1,0,0,0,3,6,0,5,2,44,1
13,18,1,28,60,13,7,1,82,8,1,2,0,0,6,0,12,2,11,1,79,0
16,17,1,26,60,13,7,0,80,8,1,1,0,0,6,0,12,2,11,1,79,1
42,57,4,56,141,34,17,0,311,24,0,4,0,0,10,0,17,0,17,2,179,0
28,57,4,52,141,34,17,0,311,24,0,4,0,0,10,0,17,0,17,2,179,1
5,26,2,28,22,8,1,3,113,7,2,7,3,2,8,4,15,5,14,4,93,1
5,60,5,39,77,25,14,17,413,10,4,15,1,2,14,12,31,7,24,9,273,0
22,59,5,37,77,25,14,0,413,10,4,15,1,1,14,12,31,7,24,9,273,1
11,13,2,25,3,3,1,3,67,4,0,2,1,0,9,3,4,0,6,2,59,0
10,13,1,25,3,3,1,0,62,4,0,2,1,0,11,3,3,0,5,2,60,1
45,56,2,63,84,20,15,1,216,13,1,19,0,0,10,4,39,0,47,2,118,0
39,55,1,63,86,20,15,0,213,12,1,19,0,0,10,4,39,0,47,2,118,1
3,3,1,7,0,2,2,1,24,1,0,0,1,0,2,0,4,1,4,1,77,0
4,3,1,6,0,2,2,0,24,1,0,0,1,0,2,0,4,1,4,1,77,1
37,136,22,121,2789,100,38,12,932,52,6,12,3,8,11,65,123,26,97,6,472,0
61,136,22,115,2789,100,38,0,930,52,6,12,3,8,11,65,123,26,97,6,472,1
52,290,14,144,3957,113,95,24,1417,60,22,59,2,55,16,253,350,294,203,9,666,1
49,89,9,91,167,40,26,14,704,24,2,17,4,2,40,5,54,16,43,10,395,0
60,87,5,87,167,38,25,0,711,23,2,17,4,2,40,5,52,16,41,10,384,1
19,93,5,52,4,8,8,8,544,2,9,40,1,7,44,97,111,23,61,7,216,0
22,93,3,47,4,8,8,0,540,2,9,40,1,7,43,97,111,23,61,7,216,1
21,22,2,17,21,20,10,1,166,17,1,0,0,0,10,0,13,2,12,2,110,0
28,22,2,16,21,20,10,0,166,17,1,0,0,0,10,0,13,2,12,2,110,1
45,249,12,120,1125,73,44,22,1048,47,13,69,0,23,11,78,208,61,134,11,481,0
37,248,9,114,1121,73,44,0,1049,47,13,69,0,23,10,78,209,61,135,11,481,1
5,38,2,34,6,6,1,17,192,2,2,10,2,3,94,17,40,20,30,5,169,0
13,36,2,33,6,6,1,0,184,2,2,9,2,2,87,13,39,18,30,5,165,1
5,24,1,9,0,12,6,0,93,15,0,14,1,3,10,12,20,10,9,1,53,1
72,8,1,23,26,8,6,3,139,1,0,0,0,0,11,0,7,0,11,1,77,0
96,8,1,23,26,8,6,0,138,1,0,0,0,0,11,0,7,0,11,1,77,1
43,70,13,100,148,32,10,0,496,19,9,11,12,0,30,3,49,14,47,12,286,0
54,70,12,93,148,32,10,0,493,19,9,11,12,0,30,3,47,14,45,12,284,1
8,49,2,37,0,26,6,2,251,15,2,7,3,3,27,5,23,2,15,3,125,0
17,48,1,36,0,26,6,0,249,15,2,6,3,3,27,5,23,2,15,3,125,1
23,43,7,45,55,21,10,0,211,1,2,13,0,6,3,13,32,6,28,3,156,0
21,43,4,44,55,21,10,0,210,1,2,13,0,6,3,13,32,6,28,3,156,1
26,75,4,65,596,38,1,10,324,38,4,9,9,1,0,0,50,2,50,4,136,0
29,75,3,58,596,38,1,0,324,38,4,9,9,1,0,0,50,2,50,4,136,1
22,179,2,148,5315,107,11,6,959,123,2,29,12,6,42,9,99,4,86,4,247,1
51,81,3,146,290,38,33,23,511,26,5,5,10,0,48,13,92,4,81,7,263,0
63,80,3,130,288,37,33,0,501,26,5,5,10,0,47,13,92,4,81,7,257,1
28,88,6,92,314,38,44,1,439,14,0,13,3,1,37,30,100,9,67,5,239,0
34,87,5,91,314,38,43,0,434,14,0,13,3,1,37,30,97,9,66,5,238,1
16,18,4,11,72,17,4,1,125,11,0,0,1,0,6,1,4,1,4,1,281,0
19,18,2,11,72,17,4,0,125,11,0,0,1,0,6,1,4,1,4,1,282,1
12,97,1,41,231,22,1,42,332,27,1,42,0,46,101,250,71,125,59,3,213,0
11,97,1,37,231,22,1,0,332,27,1,42,0,46,101,250,71,125,59,3,213,1
18,53,1,70,0,21,12,3,252,5,3,9,1,5,13,16,83,3,50,2,123,0
24,53,1,69,0,21,12,0,252,5,3,9,1,5,13,16,83,3,50,2,123,1
8,15,3,8,25,10,2,0,89,7,0,0,3,0,2,0,5,0,4,2,65,1
8,11,1,21,4,5,7,0,52,3,1,0,0,0,3,3,15,2,15,2,79,0
10,11,1,20,4,5,7,0,52,3,1,0,0,0,3,3,15,2,15,2,79,1
10,33,1,34,89,14,1,14,122,20,3,6,1,5,18,3,20,3,16,2,77,0
26,33,1,25,89,14,1,0,122,20,3,6,1,5,18,3,20,3,16,2,77,1
16,30,4,66,0,10,7,1,183,6,2,5,0,0,21,5,22,7,18,2,148,0
19,29,3,65,0,9,7,0,180,6,2,5,0,0,21,5,22,7,18,2,147,1
11,19,1,36,0,8,5,0,105,8,3,2,4,1,3,4,24,2,20,2,57,0
15,19,1,36,0,8,5,0,105,8,3,2,4,1,3,5,24,3,20,2,57,1
7,69,2,63,223,23,13,26,362,21,2,12,12,0,43,441,64,10,38,6,198,0
18,70,2,61,223,23,13,0,364,21,2,13,12,0,42,17,63,10,36,6,193,1
5,59,12,59,0,16,16,15,348,7,1,16,0,2,12,78,82,6,38,6,223,0
4,1,1,2,0,1,3,0,14,0,0,0,0,0,3,0,0,0,3,0,18,0
14,59,8,42,46,19,3,4,257,20,9,16,2,0,3,5,34,3,27,8,147,0
13,23,1,17,20,12,5,0,73,5,1,5,1,0,4,1,13,2,9,4,55,0
8,165,2,97,1146,69,18,32,803,35,11,62,0,30,17,89,153,20,74,4,342,0
19,28,2,27,0,6,7,0,157,2,4,15,3,0,18,6,31,4,25,7,96,0
7,4,2,9,0,1,0,1,27,1,0,2,1,0,4,1,6,0,6,2,37,0
19,20,2,20,2,5,4,0,48,2,1,4,0,4,2,27,14,9,13,3,62,0
121,170,32,345,213,67,44,7,1590,26,12,24,6,17,127,79,204,18,175,19,588,0
15,30,1,37,54,13,4,0,107,12,1,5,0,0,7,2,21,6,19,3,59,0
64,159,3,179,160,24,24,11,630,42,15,53,11,8,159,18,114,29,102,8,433,0
4,3,1,8,3,3,0,0,13,2,0,0,0,1,1,2,0,1,1,0,20,0
4,30,1,39,0,12,3,0,273,8,11,4,9,1,8,20,50,11,32,4,88,0
17,44,1,40,30,9,1,0,172,8,7,13,3,2,21,10,32,15,26,6,123,0
32,335,2,205,72,21,5,11,1155,34,28,60,11,19,82,127,318,105,142,8,304,0
49,290,13,136,3953,113,95,0,1417,60,22,59,2,55,16,253,350,294,203,9,665,0
24,186,3,140,394,33,1,38,839,56,14,65,0,5,59,67,171,36,133,10,277,0
6,25,1,10,0,12,6,0,95,15,0,14,1,3,11,12,20,10,9,2,53,0
10,6,2,2,15,6,1,6,22,6,0,0,0,0,0,0,1,0,1,0,27,0
53,179,2,119,5315,107,11,0,959,123,2,29,12,6,42,9,99,4,86,4,247,0
57,467,19,248,3300,129,74,18,2429,94,29,106,1,16,54,215,476,109,316,14,1080,0
38,35,30,36,16,21,7,7,277,1,2,12,0,0,8,14,24,3,14,4,161,1
73,118,24,171,218,51,30,10,903,35,5,30,7,5,70,33,98,28,73,12,479,0
97,117,9,165,222,51,30,0,897,35,5,30,7,5,68,33,97,27,72,12,478,1
23,14,3,23,13,10,11,0,93,3,0,1,0,0,2,1,14,0,13,1,81,0
17,13,2,23,10,9,11,0,83,3,0,1,0,0,2,1,13,0,13,1,67,1
25,54,6,54,49,18,7,9,304,25,8,15,2,0,7,12,37,7,30,7,204,0
32,53,4,51,49,18,7,0,300,25,8,14,2,0,7,12,36,7,29,7,203,1
112,123,18,178,718,87,33,1,711,34,3,8,1,0,26,8,92,9,81,4,405,0
106,123,17,174,718,87,33,0,709,34,3,8,1,0,26,8,91,9,80,4,405,1
64,166,3,173,1438,63,15,17,797,40,15,37,4,2,151,15,122,12,115,6,277,0
66,165,3,160,1438,63,15,0,795,40,15,37,4,2,151,15,122,12,115,6,277,1
28,162,1,193,533,55,12,5,668,47,16,39,2,13,31,78,117,27,111,4,236,1
8,12,2,10,3,6,2,1,80,1,0,4,2,0,3,0,9,0,7,5,85,0
11,12,1,10,3,6,2,0,80,1,0,4,2,0,3,0,9,0,7,5,85,1
27,64,4,81,17,16,16,3,341,12,16,12,3,2,59,22,87,26,69,7,169,0
41,64,3,77,17,16,16,0,337,12,16,12,3,2,59,22,87,26,69,7,169,1
